YEAR,DATE,HOUR,MINUTE,location-long,location-lat,SPECIES,TAG,individual-local-identifier
2019,1-Jan,0,0,0.376555,36.899074,Stigmochelys pardalis,41711,Charlie
2019,1-Jan,4,0,0.376576,36.899078,Stigmochelys pardalis,41711,Charlie
2019,1-Jan,8,0,0.376536,36.899078,Stigmochelys pardalis,41711,Charlie
2019,1-Jan,12,0,0.377451,36.898284,Stigmochelys pardalis,41711,Charlie
2019,1-Jan,16,0,0.37739,36.898311,Stigmochelys pardalis,41711,Charlie
2019,1-Jan,20,0,0.377431,36.898208,Stigmochelys pardalis,41711,Charlie
2019,1-Jan,23,0,0.37746,36.898265,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,0,0,0.37746,36.898246,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,4,0,0.377443,36.898258,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,8,0,0.377451,36.898296,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,12,0,0.377426,36.898201,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,16,0,0.377401,36.898277,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,20,0,0.377436,36.898227,Stigmochelys pardalis,41711,Charlie
2019,2-Jan,23,0,0.377435,36.898277,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,0,0,0.377443,36.898239,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,4,0,0.377445,36.898273,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,8,0,0.37745,36.898304,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,12,0,0.377451,36.898246,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,16,0,0.377421,36.898265,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,20,0,0.37745,36.898208,Stigmochelys pardalis,41711,Charlie
2019,3-Jan,23,0,0.377436,36.898277,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,0,0,0.377451,36.898235,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,4,0,0.377443,36.898273,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,8,0,0.37744,36.898296,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,12,0,0.377455,36.898235,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,16,0,0.377403,36.89801,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,20,0,0.377524,36.897953,Stigmochelys pardalis,41711,Charlie
2019,4-Jan,23,0,0.377541,36.897972,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,0,0,0.377575,36.897998,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,4,0,0.377523,36.897972,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,8,0,0.377496,36.897933,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,12,0,0.378258,36.898067,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,16,0,0.378271,36.898082,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,20,0,0.378293,36.898029,Stigmochelys pardalis,41711,Charlie
2019,5-Jan,23,0,0.378291,36.898067,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,0,0,0.378306,36.898082,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,4,0,0.378286,36.898082,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,8,0,0.37829,36.898082,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,12,0,0.378315,36.898082,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,16,0,0.378263,36.898056,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,20,0,0.378278,36.89801,Stigmochelys pardalis,41711,Charlie
2019,6-Jan,23,0,0.3783,36.898086,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,0,0,0.37832,36.898101,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,4,0,0.378285,36.898048,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,8,0,0.37829,36.898101,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,12,0,0.378323,36.898124,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,16,0,0.378286,36.898067,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,20,0,0.378286,36.897998,Stigmochelys pardalis,41711,Charlie
2019,7-Jan,23,0,0.378306,36.898036,Stigmochelys pardalis,41711,Charlie
2019,8-Jan,0,0,0.378315,36.898082,Stigmochelys pardalis,41711,Charlie
2019,8-Jan,4,0,0.378278,36.898048,Stigmochelys pardalis,41711,Charlie
