2018,7/3,8,0,0.293166,36.898521,Stigmochelys pardalis,4170,Io
2018,7/3,12,0,0.282116,36.89693,Stigmochelys pardalis,4170,Io
2018,7/3,16,0,0.27819,36.889026,Stigmochelys pardalis,4170,Io
2018,7/3,20,0,0.278196,36.889045,Stigmochelys pardalis,4170,Io
2018,7/3,23,0,0.278235,36.889083,Stigmochelys pardalis,4170,Io
2018,7/3,0,0,0.426115,36.840442,Stigmochelys pardalis,4173,Ollie
2018,7/3,4,0,0.42609,36.840499,Stigmochelys pardalis,4173,Ollie
2018,7/3,8,0,0.42612,36.840427,Stigmochelys pardalis,4173,Ollie
2018,7/3,12,0,0.426153,36.840435,Stigmochelys pardalis,4173,Ollie
2018,7/3,16,0,0.42607,36.840408,Stigmochelys pardalis,4173,Ollie
2018,7/3,20,0,0.426046,36.840446,Stigmochelys pardalis,4173,Ollie
2018,7/3,23,0,0.426056,36.840396,Stigmochelys pardalis,4173,Ollie
2018,7/4,0,0,0.38347,36.901031,Stigmochelys pardalis,41711,Charlie
2018,7/4,4,0,0.38342,36.901042,Stigmochelys pardalis,41711,Charlie
2018,7/4,8,0,0.383468,36.901001,Stigmochelys pardalis,41711,Charlie
2018,7/4,12,0,0.383358,36.901096,Stigmochelys pardalis,41711,Charlie
2018,7/4,16,0,0.383576,36.901115,Stigmochelys pardalis,41711,Charlie
2018,7/4,20,0,0.383571,36.901107,Stigmochelys pardalis,41711,Charlie
2018,7/4,23,0,0.38359,36.901115,Stigmochelys pardalis,41711,Charlie
2018,7/4,0,0,0.278208,36.889034,Stigmochelys pardalis,4170,Io
2018,7/4,4,0,0.278215,36.889045,Stigmochelys pardalis,4170,Io
2018,7/4,8,0,0.278185,36.88908,Stigmochelys pardalis,4170,Io
2018,7/4,12,0,0.278176,36.88908,Stigmochelys pardalis,4170,Io
2018,7/4,16,0,0.278269,36.889167,Stigmochelys pardalis,4170,Io
2018,7/4,20,0,0.278241,36.889194,Stigmochelys pardalis,4170,Io
