YEAR,DATE,HOUR,MINUTE,location-long,location-lat,SPECIES,TAG,individual-local-identifier
2019,1-Jan,0,0,0.431166,36.845768,Stigmochelys pardalis,4173,Ollie
2019,1-Jan,4,0,0.431189,36.845794,Stigmochelys pardalis,4173,Ollie
2019,1-Jan,8,0,0.431178,36.845787,Stigmochelys pardalis,4173,Ollie
2019,1-Jan,12,0,0.431173,36.845764,Stigmochelys pardalis,4173,Ollie
2019,1-Jan,16,0,0.431155,36.845802,Stigmochelys pardalis,4173,Ollie
2019,1-Jan,20,0,0.431174,36.845726,Stigmochelys pardalis,4173,Ollie
2019,1-Jan,23,0,0.431159,36.845729,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,0,0,0.43117,36.845783,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,4,0,0.431178,36.845859,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,8,0,0.431191,36.845775,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,12,0,0.431168,36.845726,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,16,0,0.431115,36.845813,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,20,0,0.431143,36.845726,Stigmochelys pardalis,4173,Ollie
2019,2-Jan,23,0,0.431144,36.845729,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,0,0,0.431176,36.845775,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,4,0,0.431178,36.845768,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,8,0,0.43117,36.845764,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,12,0,0.43118,36.845787,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,16,0,0.431113,36.845825,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,20,0,0.431156,36.845729,Stigmochelys pardalis,4173,Ollie
2019,3-Jan,23,0,0.431176,36.845768,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,0,0,0.431176,36.845768,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,4,0,0.431215,36.845813,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,8,0,0.43121,36.845783,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,12,0,0.432079,36.846469,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,16,0,0.432021,36.84666,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,20,0,0.432026,36.846633,Stigmochelys pardalis,4173,Ollie
2019,4-Jan,23,0,0.432038,36.846679,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,0,0,0.432038,36.846653,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,4,0,0.432041,36.84674,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,8,0,0.432025,36.846584,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,12,0,0.432075,36.846595,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,16,0,0.432001,36.846614,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,20,0,0.43207,36.846641,Stigmochelys pardalis,4173,Ollie
2019,5-Jan,23,0,0.432034,36.846626,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,0,0,0.432036,36.846603,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,4,0,0.432036,36.846633,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,8,0,0.432038,36.846622,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,12,0,0.43207,36.846607,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,16,0,0.432016,36.846664,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,20,0,0.432049,36.846641,Stigmochelys pardalis,4173,Ollie
2019,6-Jan,23,0,0.432048,36.846633,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,0,0,0.432048,36.846622,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,4,0,0.432033,36.846614,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,8,0,0.432011,36.846664,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,12,0,0.432075,36.846595,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,16,0,0.432021,36.846595,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,20,0,0.432033,36.846614,Stigmochelys pardalis,4173,Ollie
2019,7-Jan,23,0,0.432046,36.846614,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,0,0,0.432041,36.846607,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,4,0,0.432018,36.846614,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,8,0,0.432028,36.846633,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,12,0,0.432061,36.846607,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,16,0,0.432025,36.846641,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,20,0,0.432046,36.846511,Stigmochelys pardalis,4173,Ollie
2019,8-Jan,23,0,0.432046,36.84666,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,0,0,0.432043,36.846603,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,4,0,0.432036,36.846614,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,8,0,0.432033,36.846645,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,12,0,0.432085,36.846622,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,16,0,0.432023,36.846633,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,20,0,0.432031,36.846614,Stigmochelys pardalis,4173,Ollie
2019,9-Jan,23,0,0.432038,36.846645,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,0,0,0.432033,36.846614,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,4,0,0.432033,36.846603,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,8,0,0.432043,36.846679,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,12,0,0.43206,36.846664,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,16,0,0.432016,36.846633,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,20,0,0.432025,36.846603,Stigmochelys pardalis,4173,Ollie
2019,10-Jan,23,0,0.432048,36.846645,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,0,0,0.432055,36.846633,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,4,0,0.432038,36.846595,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,8,0,0.432038,36.846626,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,12,0,0.432056,36.846641,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,16,0,0.432025,36.846614,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,20,0,0.432034,36.846607,Stigmochelys pardalis,4173,Ollie
2019,11-Jan,23,0,0.432036,36.84666,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,0,0,0.432058,36.846626,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,4,0,0.432021,36.846607,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,8,0,0.432049,36.846626,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,12,0,0.432063,36.846595,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,16,0,0.432043,36.846607,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,20,0,0.432038,36.846614,Stigmochelys pardalis,4173,Ollie
2019,12-Jan,23,0,0.432049,36.846633,Stigmochelys pardalis,4173,Ollie
2019,13-Jan,0,0,0.432058,36.846595,Stigmochelys pardalis,4173,Ollie
2019,13-Jan,4,0,0.432034,36.846622,Stigmochelys pardalis,4173,Ollie
2019,13-Jan,8,0,0.432051,36.846633,Stigmochelys pardalis,4173,Ollie
2019,13-Jan,12,0,0.432026,36.846698,Stigmochelys pardalis,4173,Ollie
2019,13-Jan,16,0,0.432023,36.846614,Stigmochelys pardalis,4173,Ollie
